phecode	phecode_string	category
CV_423	Abnormal cardiac sounds	Cardiovascular
CV_423.1	Cardiac murmurs	Cardiovascular
CV_424	Heart failure	Cardiovascular
CV_424.1	Left heart failure	Cardiovascular
CV_424.2	Systolic heart failure	Cardiovascular
CV_424.3	Diastolic heart failure	Cardiovascular
CV_424.4	Combined systolic and diastolic heart failure	Cardiovascular
CV_424.5	Right heart failure*	Cardiovascular
CV_424.7	Rheumatic heart failure	Cardiovascular
CV_425	Cardiomegaly	Cardiovascular
CV_426	Complications and ill-defined descriptions of heart disease	Cardiovascular
CV_430	Nontraumatic Intracranial hemorrhage	Cardiovascular
CV_430.1	Nontraumatic subarachnoid hemorrhage	Cardiovascular
CV_430.2	Nontraumatic intracerebral hemorrhage	Cardiovascular
CV_430.3	Nontraumatic subdural hemorrhage	Cardiovascular
CV_430.4	Nontraumatic extradural hemorrhage	Cardiovascular
CV_431	Stroke and transient cerebral ischemic attacks	Cardiovascular
CV_431.1	Stroke	Cardiovascular
CV_431.11	Cerebral infarction [Ischemic stroke]	Cardiovascular
CV_431.12	Hemorrhagic stroke	Cardiovascular
CV_431.13	Brain stem stroke syndrome*	Cardiovascular
CV_431.14	Cerebellar stroke syndrome*	Cardiovascular
CV_431.15	Lacunar syndrome*	Cardiovascular
CV_431.2	Transient cerebral ischemic attack [TIA]	Cardiovascular
CV_433	Other cerebrovascular disease	Cardiovascular
CV_433.1	Occlusion and stenosis of cerebral arteries	Cardiovascular
CV_433.2	Occlusion and stenosis of precerebral arteries	Cardiovascular
CV_433.21	Carotid artery stenosis	Cardiovascular
CV_433.3	Cerebrovascular insufficiency	Cardiovascular
CV_433.31	Cerebrovascular vasospasm and vasoconstriction*	Cardiovascular
CV_433.32	Vertebro-basilar artery syndrome	Cardiovascular
CV_433.34	"Cerebral artery syndrome (middle, anterior, posterior)*"	Cardiovascular
CV_433.4	Moyamoya disease	Cardiovascular
CV_436	Atherosclerosis [ASCVD]	Cardiovascular
CV_436.1	Atherosclerosis of renal artery	Cardiovascular
CV_436.2	Atherosclerosis of the extremities	Cardiovascular
CV_436.23	Chronic total occlusion of artery of the extremities	Cardiovascular
CV_436.3	Atherosclerosis of aorta	Cardiovascular
CV_436.4	Atheroembolism	Cardiovascular
CV_436.5	Cerebral atherosclerosis	Cardiovascular
CV_438	Aneurysm or ectasia	Cardiovascular
CV_438.1	Aortic aneurysm and ectasia	Cardiovascular
CV_438.11	Abdominal aortic aneurysm	Cardiovascular
CV_438.12	Thoracic aneurysm	Cardiovascular
CV_438.13	Thoracoabdominal aortic aneurysm	Cardiovascular
CV_438.14	Ruptured aortic aneurysm	Cardiovascular
CV_438.2	Aneurysm of iliac or artery of lower extremity	Cardiovascular
CV_438.3	Aneurysm of carotid artery	Cardiovascular
CV_438.4	Arterial dissection	Cardiovascular
CV_438.41	Aortic dissection	Cardiovascular
CV_438.42	Carotid artery dissection	Cardiovascular
CV_438.43	Coronary artery dissection	Cardiovascular
CV_438.5	Coronary artery aneurysm	Cardiovascular
CV_438.6	Cerebral aneurysm	Cardiovascular
CV_438.7	Aneurysm of heart	Cardiovascular
CV_438.8	Rupture of artery	Cardiovascular
CV_438.9	Aneurysm of pulmonary artery	Cardiovascular
CV_439	Hemorrhoids	Cardiovascular
CV_440	Embolism and thrombosis	Cardiovascular
CV_440.1	Venous thromboembolism	Cardiovascular
CV_440.11	Deep vein thrombosis [DVT]	Cardiovascular
CV_440.12	Portal vein thrombosis	Cardiovascular
CV_440.13	Phlebitis and thrombophlebitis	Cardiovascular
CV_440.14	Budd-Chiari syndrome	Cardiovascular
CV_440.15	Cerebral venous sinus thrombosis	Cardiovascular
CV_440.2	Arterial embolism and thrombosis	Cardiovascular
CV_440.21	Embolism of cerebral or precerebral arteries	Cardiovascular
CV_440.22	Thrombosis of cerebral or precerebral arteries	Cardiovascular
CV_440.3	Pulmonary embolism	Cardiovascular
CV_440.4	Septic embolism	Cardiovascular
CV_441	Arteriovenous malformation	Cardiovascular
CV_441.1	Arteriovenous fistula	Cardiovascular
CV_441.2	Pulmonary arteriovenous malformation	Cardiovascular
CV_441.3	Arteriovenous malformation of digestive system*	Cardiovascular
CV_441.4	Arteriovenous malformation of renal vessel*	Cardiovascular
CV_441.5	Arteriovenous malformation of precerebral or cerebral vessels*	Cardiovascular
CV_442	Disease of capillaries	Cardiovascular
CV_443	Other disorders of arteries and arterioles	Cardiovascular
CV_443.1	Stricture of artery [Arterial stenosis]	Cardiovascular
CV_443.2	Celiac artery compression syndrome	Cardiovascular
CV_443.3	Arterial fibromuscular dysplasia*	Cardiovascular
CV_443.4	Necrosis of artery	Cardiovascular
CV_444	Venous insufficiency	Cardiovascular
CV_444.1	Varicose veins	Cardiovascular
CV_444.11	Varicose veins of lower extremities	Cardiovascular
CV_444.12	Gastric varices*	Cardiovascular
CV_444.13	Esophageal varices	Cardiovascular
CV_444.14	Vulval varices	Cardiovascular
CV_444.15	Scrotal varices [Varicocele]	Cardiovascular
CV_444.5	Venous insufficiency (chronic) (peripheral)	Cardiovascular
CV_444.6	Chronic venous hypertension	Cardiovascular
CV_446	Hypotension	Cardiovascular
CV_446.2	Orthostatic hypotension	Cardiovascular
CV_447	Nonspecific low blood-pressure reading	Cardiovascular
CV_448	Peripheral vascular disease	Cardiovascular
CV_448.1	Raynaud's syndrome	Cardiovascular
CV_448.2	Erythromelalgia	Cardiovascular
CV_448.9	Peripheral vascular disease NOS [includes PAD]	Cardiovascular
CV_449	Other disorders of the circulatory system	Cardiovascular
CV_452	"Hemorrhage, NOS"	Cardiovascular
RE_460	Respiratory infection	Respiratory
RE_460.1	Acute upper respiratory infection	Respiratory
RE_460.2	Acute lower respiratory infection	Respiratory
RE_460.3	Pulmonary tuberculosis	Respiratory
RE_462	Sinusitis	Respiratory
RE_462.1	Acute sinusitis	Respiratory
RE_462.2	Chronic sinusitis	Respiratory
RE_463	Rhinitis and nasal congestion	Respiratory
RE_463.1	Chronic rhinitis	Respiratory
RE_463.2	Allergic rhinitis	Respiratory
RE_463.21	Seasonal allergic rhinitis	Respiratory
RE_463.22	Allergic rhinitis due to food	Respiratory
RE_463.23	"Allergic rhinitis, due to animal hair and dander"	Respiratory
RE_463.3	Vasomotor rhinitis*	Respiratory
RE_463.4	Nasal congestion*	Respiratory
RE_463.5	Postnasal drip	Respiratory
RE_464	Nasopharyngitis	Respiratory
RE_464.1	Acute nasopharyngitis	Respiratory
RE_464.2	Chronic nasopharyngitis	Respiratory
RE_465	Pharyngitis	Respiratory
RE_465.1	Acute Pharyngitis	Respiratory
RE_465.11	Streptococcal tonsillitis/pharyngitis	Respiratory
RE_465.2	Chronic Pharyngitis	Respiratory
RE_465.3	Pharyngeal abscess	Respiratory
RE_466	Tonsillitis and adenoiditis	Respiratory
RE_466.1	Acute tonsillitis and adenoiditis	Respiratory
RE_466.2	Chronic tonsillitis and adenoiditis	Respiratory
RE_466.3	Peritonsillar abscess	Respiratory
RE_466.4	Hypertrophy of tonsils and adenoids	Respiratory
RE_467	Laryngitis and tracheitis	Respiratory
RE_467.1	Acute laryngitis and tracheitis	Respiratory
RE_467.11	Acute obstructive laryngitis [croup]	Respiratory
RE_467.2	Chronic laryngitis and laryngotracheitis	Respiratory
RE_467.3	Supraglottitis	Respiratory
RE_467.4	Acute epiglottitis	Respiratory
RE_468	Pneumonia	Respiratory
RE_468.1	Viral pneumonia	Respiratory
RE_468.2	Bacterial pneumonia	Respiratory
RE_468.21	Pneumonia due to Streptococcus pneumoniae	Respiratory
RE_468.22	Pneumonia due to Pseudomonas	Respiratory
RE_468.3	Ventilator associated pneumonia	Respiratory
RE_468.4	Personal history of pneumonia (recurrent)	Respiratory
RE_468.5	Pneumonia due to fungus	Respiratory
RE_468.6	Cytomegaloviral pneumonitis	Respiratory
RE_468.8	Bronchopneumonia	Respiratory
RE_468.9	Lobar pneumonia*	Respiratory
RE_469	Bronchitis	Respiratory
RE_469.1	Acute bronchitis	Respiratory
RE_469.2	Chronic bronchitis	Respiratory
RE_470	Acute bronchiolitis	Respiratory
RE_471	Other disorders of nose and nasal sinuses	Respiratory
RE_471.1	Cyst and mucocele of nose and nasal sinus*	Respiratory
RE_471.2	Deviated nasal septum	Respiratory
RE_471.3	Hypertrophy of nasal turbinates	Respiratory
RE_471.5	Nasal polyps	Respiratory
RE_472	"Diseases of vocal cords and larynx, not elsewhere classified"	Respiratory
RE_472.1	Paralysis of vocal cords and larynx	Respiratory
RE_472.2	Polyp of vocal cord and larynx	Respiratory
RE_472.3	Edema of larynx	Respiratory
RE_472.4	Laryngeal spasm	Respiratory
RE_472.5	Stenosis of larynx	Respiratory
RE_472.6	Nodules of vocal cords*	Respiratory
RE_474	Chronic obstructive pulmonary disease [COPD]	Respiratory
RE_474.1	Emphysema	Respiratory
RE_474.11	Unilateral pulmonary emphysema [MacLeod's syndrome]*	Respiratory
RE_474.12	Panlobular emphysema*	Respiratory
RE_474.13	Centrilobular emphysema*	Respiratory
RE_475	Asthma	Respiratory
RE_475.5	Exercise induced bronchospasm	Respiratory
RE_475.6	Cough variant asthma	Respiratory
RE_475.7	Allergic bronchopulmonary aspergillosis	Respiratory
RE_476	Bronchiectasis	Respiratory
RE_477	Inhalation lung injury	Respiratory
RE_477.1	Pneumoconiosis	Respiratory
RE_477.2	Hypersensitivity pneumonitis	Respiratory
RE_477.3	Vaping-related disorder*	Respiratory
RE_478	Aspiration pneumonia	Respiratory
RE_479	Pulmonary insufficiency and acute respiratory distress syndrome	Respiratory
RE_479.1	Acute respiratory distress syndrome [ARDS]*	Respiratory
RE_479.3	Respiratory failure	Respiratory
RE_479.31	Acute respiratory failure	Respiratory
RE_479.32	Chronic respiratory failure	Respiratory
RE_479.6	Pulmonary collapse [Atelectasis]	Respiratory
RE_480	Pulmonary edema	Respiratory
RE_480.1	Acute pulmonary edema	Respiratory
RE_480.2	Chronic pulmonary edema	Respiratory
RE_481	Interstitial pulmonary diseases	Respiratory
RE_481.1	Pulmonary eosinophilia	Respiratory
RE_481.2	Alveolar proteinosis	Respiratory
RE_481.3	Pulmonary alveolar microlithiasis	Respiratory
RE_481.4	Pulmonary fibrosis	Respiratory
RE_481.41	Idiopathic interstitial pneumonia	Respiratory
RE_481.42	Idiopathic pulmonary fibrosis	Respiratory
RE_481.43	Interstitial pneumonitis	Respiratory
RE_481.44	Respiratory bronchiolitis interstitial lung disease [RBILD]	Respiratory
RE_481.45	Cryptogenic organizing pneumonia	Respiratory
RE_481.46	Desquamative interstitial pneumonia	Respiratory
RE_481.5	Lymphangioleiomyomatosis	Respiratory
RE_481.6	Lymphoid interstitial pneumonia	Respiratory
RE_481.7	Idiopathic pulmonary hemosiderosis	Respiratory
RE_482	Suppurative and necrotic conditions of the lower respiratory tract	Respiratory
RE_482.1	Abscess of lung and mediastinum	Respiratory
RE_482.2	Pyothorax (empyema)	Respiratory
RE_483	Pleural effusion	Respiratory
RE_484	Pneumothorax and air leak	Respiratory
RE_484.1	Spontaneous pneumothorax	Respiratory
RE_484.2	Chronic pneumothorax	Respiratory
RE_484.3	Iatrogenic pneumothorax	Respiratory
RE_484.4	Interstitial emphysema [Pneumomediastinum]	Respiratory
RE_486	Other respiratory disorders	Respiratory
RE_486.3	Mediastinitis	Respiratory
RE_486.5	Acute chest syndrome	Respiratory
RE_486.7	Compensatory emphysema	Respiratory
RE_487	Hemorrhage from respiratory passages	Respiratory
RE_487.1	Epistaxis	Respiratory
RE_487.2	Hemorrhage from throat	Respiratory
RE_487.3	Hemoptysis	Respiratory
RE_488	Abnormalities of breathing	Respiratory
RE_488.1	Dyspnea [Shortness of breath]	Respiratory
RE_488.11	Orthopnea	Respiratory
RE_488.2	Hyperventilation	Respiratory
RE_488.3	Periodic breathing [Cheyne-Stokes]	Respiratory
RE_488.4	Tachypnea	Respiratory
RE_488.5	Stridor	Respiratory
RE_488.6	Wheezing	Respiratory
RE_488.7	Apnea	Respiratory
RE_488.8	Obesity hypoventilation syndrome [OHS]	Respiratory
RE_488.9	Snoring*	Respiratory
RE_489	Disorders of diaphragm	Respiratory
RE_489.1	Hiccough	Respiratory
RE_491	Pleurisy	Respiratory
RE_492	Tracheoesophageal fistula	Respiratory
RE_494	Voice disturbance	Respiratory
RE_494.1	Dysphonia	Respiratory
RE_494.2	Aphonia	Respiratory
RE_494.3	Hypernasality	Respiratory
RE_494.4	Hyponasality	Respiratory
RE_495	Abnormal findings on diagnostic imaging of lung	Respiratory
RE_495.1	Solitary pulmonary nodule	Respiratory
RE_496	Abnormal results of pulmonary function studies	Respiratory
RE_497	Respiratory arrest	Respiratory
RE_498	Asphyxia and hypoxemia	Respiratory
RE_498.1	Hypoxemia	Respiratory
RE_498.2	Cyanosis	Respiratory
RE_499	Other symptoms and disorders of the respiratory system	Respiratory
RE_499.1	Cough	Respiratory
RE_499.11	Acute cough*	Respiratory
RE_499.12	Chronic cough*	Respiratory
RE_499.2	Abnormal sputum	Respiratory
RE_499.3	Bronchospasm	Respiratory
RE_499.4	Throat pain	Respiratory
GI_500	Disorders of tooth develoment	Gastrointestinal
GI_500.1	Anodontia	Gastrointestinal
GI_500.2	Abnormalities of size and form of teeth	Gastrointestinal
GI_500.3	Supernumerary teeth	Gastrointestinal
GI_500.4	Disturbances in tooth eruption	Gastrointestinal
GI_500.41	Impacted teeth*	Gastrointestinal
GI_500.6	Ankylosis of teeth	Gastrointestinal
GI_502	Diseases of teeth and supporting structures	Gastrointestinal
GI_502.1	Diseases of hard tissues of teeth	Gastrointestinal
GI_502.11	Dental caries	Gastrointestinal
GI_502.12	Dental abrasion and erosion	Gastrointestinal
GI_502.13	Cracked tooth	Gastrointestinal
GI_502.14	Deposits [accretions] on teeth	Gastrointestinal
GI_502.15	Pathological resorption of teeth	Gastrointestinal
GI_502.16	Loss of teeth and edentulism	Gastrointestinal
GI_502.17	Hypercementosis	Gastrointestinal
GI_502.2	Atrophy of edentulous alveolar ridge	Gastrointestinal
GI_502.3	Diseases of pulp and periapical tissues	Gastrointestinal
GI_502.31	Pulpitis	Gastrointestinal
GI_502.32	Periapical abscess	Gastrointestinal
GI_504	Periodontal diseases	Gastrointestinal
GI_504.1	Gingivitis	Gastrointestinal
GI_504.2	Gingival recession	Gastrointestinal
GI_504.3	Periodontitis	Gastrointestinal
GI_504.31	Aggressive periodontitis	Gastrointestinal
GI_504.4	Gingival enlargement*	Gastrointestinal
GI_505	Oral cysts	Gastrointestinal
GI_505.1	Odontogenic cysts	Gastrointestinal
GI_506	Diseases of salivary glands	Gastrointestinal
GI_506.1	Atrophy of salivary gland	Gastrointestinal
GI_506.2	Hypertrophy of salivary gland	Gastrointestinal
GI_506.3	Sialoadenitis	Gastrointestinal
GI_506.4	Sialolithiasis	Gastrointestinal
GI_506.5	Disturbances of salivary secretion	Gastrointestinal
GI_506.51	Dry mouth*	Gastrointestinal
GI_506.6	Mucocele of salivary gland	Gastrointestinal
GI_507	Lesions of mouth	Gastrointestinal
GI_507.1	Stomatitis	Gastrointestinal
GI_507.11	Recurrent oral aphthae [Recurrent aphthous stomatitis]	Gastrointestinal
GI_507.2	Cellulitis and abscess of mouth	Gastrointestinal
GI_507.3	Oral leukoplakia	Gastrointestinal
GI_507.31	Hairy leukoplakia*	Gastrointestinal
GI_507.5	Oral submucosal fibrosis	Gastrointestinal
GI_508	Diseases of lips	Gastrointestinal
GI_509	Diseases of tongue	Gastrointestinal
GI_509.1	Glossitis	Gastrointestinal
GI_509.11	Glossodynia	Gastrointestinal
GI_509.12	Geographic tongue	Gastrointestinal
GI_509.3	Hypertrophy of tongue papillae	Gastrointestinal
GI_509.4	Atrophy of tongue papillae	Gastrointestinal
GI_509.5	Plicated tongue	Gastrointestinal
GI_510	Diseases of esophagus	Gastrointestinal
GI_510.1	Achalasia of cardia	Gastrointestinal
GI_510.2	Esophagitis	Gastrointestinal
GI_510.4	Perforation of esophagus	Gastrointestinal
GI_510.5	Dyskinesia of esophagus	Gastrointestinal
GI_510.6	Diverticulum of esophagus	Gastrointestinal
GI_510.7	Gastroesophageal laceration-hemorrhage syndrome [Mallory-Weiss tear]	Gastrointestinal
GI_510.8	Barrett's esophagus	Gastrointestinal
GI_511	Gastro-esophageal reflux disease [GERD]	Gastrointestinal
GI_512	Aphagia and dysphagia	Gastrointestinal
GI_513	Peptic ulcer	Gastrointestinal
GI_513.1	Esophageal ulcer	Gastrointestinal
GI_513.2	Gastric ulcer	Gastrointestinal
GI_513.3	Duodenal ulcer	Gastrointestinal
GI_513.4	Gastrojejunal ulcer	Gastrointestinal
GI_514	Gastrointestinal obstruction	Gastrointestinal
GI_514.1	Esophageal obstruction (Stricture and stenosis of esophagus)	Gastrointestinal
GI_514.2	Intestinal obstruction	Gastrointestinal
GI_514.21	Impaction of intestine	Gastrointestinal
GI_514.3	Ileus	Gastrointestinal
GI_514.31	Paralytic ileus	Gastrointestinal
GI_515	Heartburn	Gastrointestinal
GI_516	Other diseases of stomach and duodenum	Gastrointestinal
GI_516.1	Pyloric stenosis	Gastrointestinal
GI_516.3	Fistula of stomach and duodenum	Gastrointestinal
GI_516.4	Gastroparesis	Gastrointestinal
GI_516.5	Acute dilatation of stomach	Gastrointestinal
GI_516.6	Achlorhydria	Gastrointestinal
GI_517	Vascular disorders of intestine	Gastrointestinal
GI_517.1	Acute vascular insufficiency of intestine	Gastrointestinal
GI_517.2	Chronic vascular insufficiency of intestine	Gastrointestinal
GI_517.3	Necrotizing enterocolitis [NEC]	Gastrointestinal
GI_517.4	Gastrointestinal angiodysplasia	Gastrointestinal
GI_518	Appendicitis	Gastrointestinal
GI_520	Hernia	Gastrointestinal
GI_520.1	Hernia of the abdominal wall	Gastrointestinal
GI_520.11	Inguinal hernia	Gastrointestinal
GI_520.12	Femoral hernia	Gastrointestinal
GI_520.13	Umbilical hernia	Gastrointestinal
GI_520.14	Ventral hernia	Gastrointestinal
GI_520.2	Diaphragmatic hernia	Gastrointestinal
GI_522	Gastrointestinal inflammation	Gastrointestinal
GI_522.1	Inflammatory bowel disease	Gastrointestinal
GI_522.11	Crohn's disease	Gastrointestinal
GI_522.12	Ulcerative colitis	Gastrointestinal
GI_522.13	Inflammatory polyps of colon [Pseudopolyposis of colon]	Gastrointestinal
